nro_documento,parentesco,Legajo
875855859,Padre,21233298
90768623,Hijo,19864717
105987623,Hija,39877650
839168428,Conyuge,35446903
723040083,Padre,32323251
490709872,Madre,3401721
178279230,Hija,77174812
485601476,Conyuge,77000355
50205011,Hijo,92231040
252022133,Hija,6903880
290891645,Hijo,15524679
944926433,Hijo,83707424
717658797,Padre,30955350
67346720,Madre,18265689
191245816,Padre,12203516
27434391,Padre,12122417
80666385,Conyuge,4540448
674663790,Padre,57610637
850798770,Madre,92514341
405800103,Madre,50898135
378692240,Madre,6896339
923436180,Hijo,16673156
30006315,Padre,77089912
768040633,Hija,34813204
814572373,Hijo,78883575
464358005,Madre,41503765
26318998,Conyuge,53893232
535986233,Padre,67978279
814519648,Conyuge,81374126
617505138,Madre,14763790
170270336,Conyuge,20926220
296979675,Conyuge,64166071
687507634,Hija,45066118
95294355,Hija,10921780
904840716,Madre,99128540
11281211,Padre,1631787
852623575,Padre,12915951
941204596,Hija,45821115
805209958,Madre,95493625
874768944,Conyuge,83145080
832484214,Madre,9362068
144375430,Hija,11003007
248914208,Padre,79777102
735955902,Padre,1658326
295615771,Padre,71703516
925275237,Padre,25432760
530485932,Hijo,32950492
323721108,Conyuge,28450077
261242078,Conyuge,7748847
770566487,Conyuge,97004292
302050595,Madre,76840484
868529118,Padre,24042287
365599193,Conyuge,21826919
322720399,Madre,83203403
411531193,Madre,32189972
458954205,Conyuge,94613034
627367721,Hijo,41821210
81678048,Conyuge,27564223
332293952,Hijo,70849643
544706872,Hijo,33979086
994595345,Conyuge,49701180
674166775,Padre,73444649
96463134,Conyuge,24497595
164321883,Conyuge,33913170
669150326,Padre,14089862
755605770,Conyuge,35185688
393078418,Hijo,29046396
76684728,Hijo,60084864
517163570,Hija,64965269
711295762,Conyuge,68487173
564175503,Hijo,94916805
51102518,Hija,25138621
399090258,Madre,63410180
332293952,Madre,68251157
241835508,Padre,90203286
535836667,Padre,57328873
214805148,Hija,47873455
260379286,Madre,45288064
978263273,Hija,89341928
411257225,Conyuge,22813518
779676798,Padre,1899695
385849733,Hijo,38981052
66689745,Hijo,2160892
272099365,Hijo,88427321
362611026,Conyuge,7046463
956929362,Hijo,58091382
148772795,Padre,95771912
330372906,Hija,79515195
970066154,Padre,48724478
741886714,Madre,96557868
372385931,Conyuge,72594172
490509766,Madre,68101383
483746456,Padre,90060126
811087816,Hija,85729479
500025913,Conyuge,17733314
621123657,Madre,42791453
551918511,Padre,1263945
204676318,Madre,29260370
682965893,Madre,15652236
431431455,Hija,70367026
654900475,Hija,10511550
862018407,Padre,29241373
546641760,Hijo,87926292
267522354,Hijo,41410527
117171168,Padre,7763108
43688638,Hijo,6949973
760218438,Padre,30005899
104748306,Madre,12814543
830604239,Hijo,10068059
93291492,Hija,53035400
764237261,Padre,29561027
265214660,Padre,29364241
628295925,Conyuge,33282648
655478247,Padre,24757568
694057738,Madre,88855529
72825317,Hijo,9313543
973190182,Hija,50838489
719164820,Hija,11749556
283161220,Hija,88592109
377901867,Conyuge,67045020
290428556,Padre,1342123
322784057,Conyuge,8954294
374963049,Conyuge,18163297
592215376,Padre,51876407
299263036,Madre,30459392
999478897,Padre,78654208
362078245,Conyuge,56940260
50392581,Padre,4323925
327518307,Padre,29681346
721318146,Madre,43271940
640053582,Conyuge,92858549
403239852,Padre,42806397
544561461,Hijo,28318133
834995927,Hija,63290669
784808212,Madre,46189713
196685544,Hija,81477553
899446218,Madre,686950
167937318,Hijo,53418951
992475315,Hija,64915774
484962612,Hijo,37894372
939354293,Conyuge,74429432
159477902,Madre,50958884
801475981,Madre,54924608
213124644,Madre,15616092
376543401,Madre,7055493
145930552,Hijo,36918502
196527930,Madre,4833043
179527761,Hijo,83698961
994224091,Madre,89037763
558496742,Hijo,52269535
915394836,Madre,32986582
150830290,Madre,84422550
327965227,Hijo,36171615
408106875,Padre,88681695
929303926,Hijo,18513028
920684094,Padre,15580034
58945724,Hija,13078641
838859045,Hija,96808727
464340037,Conyuge,85714491
737975496,Hija,93471791
673447508,Conyuge,54987113
371032076,Hijo,21578369
498238559,Conyuge,84281319
847800780,Hijo,42833555
782665992,Padre,20217131
493775593,Padre,61882114
283161220,Conyuge,96122763
768227273,Madre,23344402
246704878,Padre,42950764
571087949,Padre,98158856
567880011,Hijo,10487681
394061494,Hijo,41682930
716963456,Conyuge,27747567
30272245,Conyuge,11504495
436308671,Hija,89661822
422849443,Madre,7217747
426435108,Madre,38584063
634544283,Madre,34562555
850798770,Hijo,4974222
213988060,Padre,54533641
514170337,Madre,67028476
490588866,Hija,34513515
96640006,Conyuge,23783808
597201160,Conyuge,83437866
878907032,Hijo,5791722
911154848,Hijo,2497139
670090096,Madre,24257128
595533471,Madre,50512465
946569998,Hijo,26432712
441193729,Conyuge,62518313
649572541,Padre,42852276
746578889,Madre,31207754
722797417,Padre,16848214
921592467,Hija,65079202
479385529,Conyuge,60483123
658459163,Conyuge,81737044
569455832,Hija,73384324
840646627,Padre,83858620
891087812,Madre,97600817
704211627,Hija,1225873
325731101,Madre,77073331
747164169,Padre,73900524
217407067,Hija,60774203
411266169,Hijo,80364312
847800780,Hijo,79168535
430006163,Conyuge,39593769
486385527,Padre,29112990
799785259,Padre,37769199
344324982,Conyuge,1046025
343537073,Madre,33814199
847979643,Conyuge,76140978
212447331,Hija,66556515
444404667,Madre,41215646
226698202,Hija,81817005
510774313,Hija,50031699
56197185,Madre,58434622
669199111,Hijo,76807587
398266314,Madre,68488307
486963900,Hijo,78967360
590643565,Hija,82577341
62871673,Conyuge,56046959
266473565,Hijo,36118025
867958570,Hijo,27037546
719292682,Madre,96305601
452402094,Madre,63464069
624063802,Padre,47243273
394870256,Madre,30261872
356173850,Madre,76515746
821997970,Padre,26282465
86407756,Madre,83075206
391413639,Padre,58650930
875319926,Padre,2573750
168355435,Hijo,66988069
196113865,Padre,81273944
829717292,Hija,57907584
977856752,Madre,6999319
341063454,Conyuge,20475130
641766709,Madre,62190879
530123355,Hijo,53683283
130083696,Hijo,24923918
910408382,Padre,87406485
653771770,Hijo,36755964
427582180,Hija,70227536
984043555,Hija,88404062
304178561,Padre,41610451
368475868,Madre,11766569
941016342,Hijo,58344820
373079553,Hijo,19356402
341626682,Conyuge,70047960
490352538,Padre,64090370
183273789,Madre,43697228
404566577,Padre,77716330
249971718,Conyuge,91257191
515485385,Conyuge,74187910
403163019,Hija,12554653
338922343,Hijo,76322992
808012728,Padre,16276277
280108710,Hija,11187385
968786199,Padre,16651526
792361990,Conyuge,95564404
563813821,Padre,32894598
463039490,Hijo,83355354
914725929,Hijo,89701605
921751775,Conyuge,27694078
308690513,Hija,74153271
102066319,Madre,52407565
188777335,Madre,19915472
617385210,Padre,11999091
959053264,Hija,6840240
680101551,Conyuge,50825791
421640931,Hija,63271635
573298912,Padre,83693761
478409984,Hija,9877211
40534194,Padre,68446654
780443697,Conyuge,46829703
805209958,Hija,18598892
633630249,Padre,93086122
424691016,Hija,49811053
411128312,Conyuge,10275349
813293919,Madre,68519175
516158635,Hija,74990785
376543401,Hija,55536184
35613090,Hijo,35526119
455681092,Madre,68239027
422978095,Hijo,49990906
873902271,Conyuge,92886269
69414987,Padre,91446075
905537316,Padre,88751664
278754295,Padre,86406829
93592737,Padre,24516602
171791896,Hijo,58830521
811996725,Hijo,31968222
924101720,Padre,59200845
291466023,Hijo,83601105
398832247,Hijo,34040421
582726386,Madre,15652236
774479920,Padre,48837205
957051962,Madre,83864042
979507464,Hijo,58514736
270001579,Padre,78604118
628031840,Hija,25647357
801061049,Conyuge,67552810
349316246,Hija,6575307
959256629,Hijo,48115574
835682617,Conyuge,75474435
686188483,Madre,62314113
220403072,Padre,50567696
530123355,Hijo,23946470
413489080,Padre,47797550
396488138,Padre,80920244
512527621,Madre,46831564
807080495,Hija,20650444
930369322,Padre,91766925
955139475,Madre,38828791
447650603,Hijo,4862124
709474445,Hija,29809216
977389652,Madre,58266384
30153476,Conyuge,34838016
853452333,Madre,57397890
903974318,Hija,4841201
866448345,Hija,18668351
297441683,Madre,24105919
477428404,Hija,80589060
921230778,Hijo,15100464
29412534,Hijo,81783406
205370476,Hijo,53037999
887976341,Conyuge,56852894
901823517,Conyuge,51468282
263413784,Padre,18301422
986739577,Madre,63469950
736554490,Hijo,32060192
537922905,Hijo,9598067
102343956,Hijo,81097363
482176958,Hijo,49920617
809765605,Madre,71761266
769263437,Hijo,84287233
427412008,Madre,10192909
883498672,Hijo,43001882
388984612,Madre,41947732
643956943,Padre,75146570
289882745,Padre,41114903
400341970,Conyuge,82782548
726778526,Hijo,60305524
924209444,Conyuge,99344744
690860603,Padre,23116239
42361729,Madre,88990657
60614252,Conyuge,94859163
282902727,Conyuge,70667100
146107083,Hija,32197541
950718579,Padre,13979950
751607697,Madre,96367838
194983753,Conyuge,96122819
871088538,Hijo,25521549
801150582,Conyuge,42489768
244035398,Hija,46968690
67518373,Hijo,21511627
187653562,Hijo,77273070
430235537,Conyuge,88059565
717658797,Hijo,54793601
308795056,Madre,31064931
27537760,Conyuge,45839906
462828704,Madre,10112035
854888477,Hija,86433142
408086128,Madre,61878385
362907119,Padre,55942338
794761628,Hija,33239194
946738961,Padre,9909170
143915440,Padre,42279913
476365170,Hija,60024542
37351552,Hijo,86166234
356270316,Hija,59709728
178961624,Padre,74159500
395022485,Hijo,63111455
602708306,Conyuge,48817286
255463968,Madre,44725178
482107108,Conyuge,25577345
685487793,Conyuge,9315536
83388660,Hijo,28658438
889629119,Madre,83923324
200359540,Madre,20555949
633807868,Madre,2649485
19684060,Conyuge,51930226
929403045,Padre,90106606
345925640,Padre,38252380
600053858,Conyuge,49963586
453075030,Hijo,19336220
245559882,Padre,10365545
888395065,Madre,52970427
297617421,Hijo,88696002
990192501,Hijo,85382633
897503927,Padre,39825139
293997232,Hijo,41013862
887105669,Madre,80159236
289938672,Hijo,43368502
375838667,Hija,53365260
171805004,Madre,42557638
627333946,Conyuge,39559668
456375883,Hija,79293845
631718419,Hija,18173456
720872094,Padre,38248894
577192064,Hija,5193421
383770340,Madre,96034979
472162921,Hija,81951734
603966486,Hija,92787212
410749766,Hijo,39212694
124276047,Hija,58068525
606539440,Hijo,21719033
958540785,Conyuge,17288953
711309043,Padre,41008082
772239036,Hijo,67349836
804418355,Madre,52757143
269718755,Madre,54658151
200500920,Hijo,15469659
435203498,Padre,17747218
911944859,Hijo,5020840
308163924,Conyuge,69264181
581715517,Padre,49780315
751483543,Madre,13700152
726883886,Padre,24616350
940726337,Hijo,27941967
285983255,Hijo,36491893
501093660,Conyuge,80499624
719651602,Padre,3897097
156969646,Padre,92019196
789013767,Madre,38482227
697285493,Hijo,63285678
802592243,Madre,36073089
861911532,Hija,50832873
812244419,Madre,60541019
458954205,Madre,96936649
656180342,Padre,11726246
285715804,Hijo,80364312
703869025,Padre,58102712
36193089,Conyuge,70086615
377085351,Madre,33167530
769948232,Conyuge,99994155
430230236,Padre,26548408
542661523,Hija,43737149
492429983,Hijo,42012584
431324114,Padre,57384771
74280036,Padre,75668560
25997004,Hija,61003964
416572921,Conyuge,93124819
278196819,Padre,47817511
658740356,Madre,53395359
873635065,Hijo,75333103
160947790,Hijo,25018216
675347788,Hijo,14752909
448202400,Madre,8783422
651081886,Hija,13529881
292154975,Padre,76031391
174996039,Hija,28785546
224460955,Hija,51275100
957617656,Hijo,88829355
962325119,Padre,27792080
185626095,Padre,41572089
536961556,Conyuge,87334356
382628523,Madre,41788511
248379247,Hijo,77695722
591616235,Madre,61344152
208434305,Madre,42990288
78652386,Padre,32566291
942284823,Hija,80750401
969943817,Hijo,92198656
292843265,Conyuge,40155953
284348253,Hijo,66516941
537985715,Padre,30776537
495405919,Hijo,31175881
661560719,Hija,72495943
744328202,Madre,50978195
545226736,Hijo,43211240
992127534,Padre,54940224
703876710,Conyuge,69986064
632574479,Conyuge,46212949
388864547,Madre,99571563
834359244,Hija,34084746
974839211,Hija,6838329
955734208,Hija,9934607
433130255,Padre,82455359
505071846,Conyuge,41370239
784680079,Hija,92975361
951056318,Hija,13713470
568616815,Conyuge,65893577
260571362,Hija,28804467
936184884,Hija,86839566
267145307,Hija,84714360
844368444,Conyuge,85363854
895278755,Madre,71243942
260985017,Hijo,64268799
849788795,Madre,13468060
775821366,Conyuge,33838764
713163342,Hijo,2278094
835497610,Conyuge,72735659
884977258,Madre,49361372
302291032,Hijo,4316372
707784632,Conyuge,74681517
517134749,Padre,98085791
527115339,Madre,17737195
422209789,Madre,99638382
915407207,Hija,55841616
353393335,Hijo,10509865
899164474,Conyuge,81999209
172155268,Hija,4270650
294057488,Conyuge,79469510
524771743,Madre,50560605
230903005,Padre,12592405
107230039,Madre,7152211
970847990,Hijo,10833958
423578352,Madre,18488921
627458783,Hija,5513402
732699975,Hija,17084906
389790153,Hija,21531794
905655716,Conyuge,44384230
960937519,Hijo,73934925
637471432,Padre,45935946
672169145,Padre,67656829
113064975,Madre,97657915
824176739,Conyuge,94126614
653380266,Hijo,83065505
859611723,Hijo,68125529
332954445,Padre,33105539
756163150,Conyuge,87041041
727380563,Hija,75146696
692835918,Padre,96328059
387179556,Hija,42052497
519968157,Conyuge,6055905
69423925,Padre,75834536
577312449,Hija,1250999
106499226,Madre,68782120
358505132,Conyuge,76591812
625916093,Hija,46010125
703122874,Madre,56494111
419513603,Madre,40011851
882565082,Madre,11935637
837194494,Madre,62185052
444407565,Hijo,96180601
153250483,Hijo,47535672
357676668,Hijo,95014182
367462621,Hijo,66468661
608088732,Padre,63190177
14698016,Padre,81569483
228848994,Madre,85023860
481361056,Hija,50965489
625923503,Hijo,28007118
289070807,Hija,75568107
502196273,Hijo,55135710
832408521,Hija,29049966
480990180,Hijo,91733451
834359244,Hija,34087484
234045366,Conyuge,35625617
974924668,Hijo,8220058
218236427,Hijo,66692731
275405772,Madre,97890284
571036805,Madre,8457932
781496770,Conyuge,97760985
989515383,Madre,21467261
314469436,Hija,53550417
998195068,Conyuge,72667398
659696025,Conyuge,23481078
762355917,Madre,61470312
420267492,Hija,97707659
342110646,Conyuge,97937647
826486058,Hija,81273944
844655407,Hija,99847348
160853067,Conyuge,1652934
802788837,Hijo,39924781
147760650,Padre,75818550
865698420,Hijo,29086616
785261355,Hijo,74037681
748758056,Hijo,61792113
861820291,Hijo,20991992
131756291,Madre,43310951
332231724,Conyuge,71647251
312450947,Conyuge,13958655
479805563,Hijo,63409192
515983603,Madre,4140525
21863524,Hijo,91654143
985616523,Padre,74121664
265514940,Padre,70381292
523458425,Conyuge,16654497
504776416,Padre,35623347
274828528,Hija,22616400
696964741,Madre,87521453
539393874,Hija,31274104
53859608,Madre,24758341
756619446,Padre,4434347
143352090,Hijo,33961794
11319413,Padre,70626387
578117482,Madre,79046592
483601029,Hija,39064999
878858061,Conyuge,89852862
87766833,Hija,96166435
167620120,Hija,21229587
521506257,Conyuge,80367387
87664720,Hija,16610264
325011554,Conyuge,83268335
69986837,Conyuge,36963623
168175704,Conyuge,2879216
179822111,Hija,254349
215142242,Hijo,52971557
804713046,Madre,1240924
740652240,Padre,83201445
943435540,Hijo,6383766
421743539,Hija,82136737
462396204,Hijo,57873006
944178061,Hija,21974128
947304923,Madre,69076279
815292828,Madre,33857026
139011177,Padre,1483471
958899911,Hija,16975780
531334726,Padre,364709
65412360,Hijo,55444517
35861795,Madre,95381213
175958989,Conyuge,47740101
131836914,Hijo,36191206
995707859,Hija,70764532
212065977,Padre,98401604
334326899,Madre,85535150
536936409,Padre,85595935
29627902,Hija,54530301
600629892,Padre,85363854
806935002,Hija,37115928
960591863,Padre,65489203
309601270,Hijo,36749030
186049386,Hija,23063158
668608319,Padre,73053721
35910946,Hija,84571128
80111331,Conyuge,77880288
623068498,Padre,61510811
802595490,Hijo,98227497
828116072,Madre,83687845
909921619,Padre,83958957
930125959,Conyuge,16984809
612235548,Hijo,68066307
748919214,Hija,41129809
657222263,Hijo,38373371
47832887,Hija,92040875
340939352,Hija,51276511
874569343,Padre,21173998
928592446,Padre,94150032
969104867,Madre,86741505
460869813,Padre,54694503
790302203,Hija,79212177
573473888,Hijo,26904914
104128995,Madre,32389250
933025932,Madre,34215713
572326256,Conyuge,41428198
369446225,Hijo,49495684
696620622,Hijo,57276148
290025571,Hija,37773395
433239617,Conyuge,78084955
321026415,Madre,94417359
251221366,Madre,1661949
868768332,Conyuge,86751220
561785500,Padre,96274064
528557346,Madre,78034851
683493040,Madre,17591500
911288485,Conyuge,20276030
440259421,Conyuge,6581295
826021550,Padre,40513555
144529763,Madre,62728792
906222302,Madre,50483886
255768192,Conyuge,99972484
887715189,Hijo,66715668
744043952,Madre,73098162
302545419,Madre,88535847
236530645,Hijo,45530159
617003988,Hija,69920095
993600922,Padre,78648865
56534107,Conyuge,25037721
843333068,Conyuge,80840027
40868996,Hijo,97841771
855814423,Hijo,75765408
734279231,Hija,50675730
17481342,Padre,3273983
322722669,Hija,29595317
211428165,Hija,58357646
254255634,Conyuge,76864956
250003762,Madre,23137689
760218438,Hijo,866
293702642,Conyuge,75752813
208749379,Padre,44526491
305004683,Hijo,91309816
375981372,Padre,65714309
939324359,Hija,7194120
243420304,Hija,22448580
711958015,Hijo,57048270
710586716,Conyuge,56192436
654231401,Madre,80314501
738093808,Hijo,42062998
667941127,Conyuge,41390390
282108076,Padre,61216151
834971799,Padre,42858449
272790388,Conyuge,68787628
868387264,Hija,26897747
821900566,Padre,10611622
478661102,Madre,80192162
867657653,Madre,50502768
921061744,Hija,88267559
654773343,Hijo,43191094
341141771,Padre,66546616
959742211,Madre,53550417
555044939,Conyuge,84688193
145220994,Padre,61366258
57500039,Conyuge,1503834
882620041,Madre,36960730
974590786,Hija,59863986
926775806,Conyuge,86117798
215969171,Padre,13264923
91573910,Padre,78271722
27578470,Conyuge,43846583
674663790,Madre,10253240
725369308,Hijo,39969691
788316229,Hija,32942040
100699506,Hijo,24899261
461907561,Conyuge,48659002
354284187,Padre,57310200
841007171,Hija,95376923
981289798,Hija,81201066
230903005,Hija,52365164
893221226,Hijo,56876740
88742499,Hijo,14735881
761209805,Padre,55672791
87655892,Hija,97632492
828274098,Hijo,86262645
162161931,Madre,62835636
160041805,Padre,63270125
361701152,Hijo,47664172
171580367,Conyuge,80684841
219210110,Hijo,88462193
99154178,Conyuge,70754165
460183363,Madre,97151106
459624765,Hija,63273464
725529811,Hija,12954560
978361330,Madre,51016270
535388066,Madre,66694735
741663727,Conyuge,15851143
64505324,Conyuge,65886058
380506037,Padre,37346731
780603525,Hija,55539951
599414876,Conyuge,69491663
262264943,Conyuge,50952468
195244927,Padre,6308561
788107629,Madre,30616182
776556869,Hija,4819149
260305260,Conyuge,6988958
875855859,Padre,47708254
672659581,Padre,91557319
253257358,Hijo,10424205
143196664,Madre,27721048
86917157,Padre,11736917
451586139,Padre,36386067
960919462,Hijo,15580070
554171081,Conyuge,89919334
245800149,Madre,11977125
167804622,Hijo,4520685
502196273,Hija,8878535
933997523,Hija,40576566
845787233,Padre,47582760
575569934,Padre,48824250
19321978,Madre,99690129
226407812,Padre,90976441
107254485,Madre,44999976
169343738,Padre,67579453
431056693,Padre,57388709
333736327,Padre,62150947
274030836,Hijo,10726826
982165454,Hija,52240016
361701152,Madre,96730493
674663790,Hija,7417783
682701471,Hijo,46888268
377543264,Hija,28603171
760264590,Padre,59226893
656595687,Madre,97473078
89821460,Madre,88292491
829791549,Padre,73985558
482413072,Padre,83698605
92597780,Madre,54765091
57582481,Hijo,82768693
742501976,Madre,43307301
473873898,Padre,24616350
730134143,Madre,82146466
711792246,Padre,78917504
240639071,Madre,34584916
760414897,Madre,96215970
657697807,Hija,8173453
601348201,Hija,83256244
541489714,Madre,63740507
776799569,Conyuge,78165734
143189090,Padre,24671677
419827023,Hijo,52028859
665825399,Hijo,41424634
853683075,Hija,17901051
969842194,Hija,1501024
480003412,Conyuge,44000351
120001430,Madre,91461621
909754816,Padre,27771955
379975730,Padre,65352252
735884073,Conyuge,71326779
616756674,Hija,24307483
689853677,Hijo,60226992
966396452,Padre,60598819
832404876,Madre,12153303
210166361,Madre,51794456
277950126,Hijo,99007764
89367442,Hija,40562724
60627482,Madre,97382773
878476166,Conyuge,1383095
57388645,Padre,63900991
485817906,Conyuge,5196266
68448720,Hija,47309832
994096212,Padre,23538141
868064669,Hija,58292280
462564018,Hijo,52835453
282301136,Conyuge,74176134
354802622,Hija,35137462
140664545,Hija,96152238
481090755,Conyuge,98219477
491480415,Madre,32133967
693141719,Padre,19661330
524598013,Hijo,66371649
861913887,Hijo,16163025
507938346,Madre,27083008
350738048,Madre,34599256
94012459,Conyuge,78566556
375469473,Hijo,45199443
536899084,Madre,50455100
747614784,Hija,67984607
600967042,Conyuge,80067736
520391819,Hijo,90660487
847571600,Padre,40543752
28280892,Madre,93155168
586284462,Padre,55542076
249809623,Hijo,68381943
650976594,Conyuge,58862237
199024212,Hijo,25074234
869336661,Madre,68598646
656765899,Hija,74285185
286023142,Madre,36462414
316146404,Hija,58749205
665254694,Hijo,58642171
771439511,Hijo,83888693
698986019,Madre,37235969
573850243,Madre,64915456
69924668,Hijo,63532175
933949125,Hija,80849238
687310650,Madre,12326408
161445482,Hijo,99252135
912624755,Madre,98996320
858276103,Madre,65279033
122718930,Conyuge,95809459
803804387,Hija,96741162
629554961,Madre,84320782
840597301,Madre,90453749
838455532,Conyuge,53388434
645799841,Padre,15778838
756413705,Conyuge,64391276
606359824,Madre,12454459
250931553,Hija,5755278
694343697,Hija,65741444
898046715,Conyuge,9989493
918026008,Hijo,23992124
57970809,Padre,22631855
63605330,Hijo,35532561
506083593,Padre,5741801
541907906,Padre,83306003
348662943,Padre,38409230
306729940,Padre,65627634
120705204,Hija,28318264
409347343,Madre,85166198
858455540,Hijo,57166147
460086484,Padre,65814435
666853219,Hijo,96221890
655220292,Madre,11353673
192499315,Hijo,16190306
299172653,Madre,99755020
729136120,Padre,50155435
439516497,Conyuge,29011244
17777112,Madre,40069329
203967414,Madre,50697177
155472058,Hija,83952852
332368492,Conyuge,11819134
348962799,Hija,81083957
945702972,Hijo,14778853
804114723,Hija,29337156
924987387,Hijo,16113464
213719908,Hija,83487061
940554698,Hijo,76877267
425009971,Conyuge,40011851
546948852,Padre,91320947
426366895,Madre,71117471
331285193,Madre,79686698
591616235,Madre,17731692
745597750,Madre,55667649
964639299,Hija,31955322
570793983,Hijo,31546235
389388714,Hija,73323892
558403675,Padre,87209125
475546575,Hija,4458955
761553294,Hija,2647382
268533841,Conyuge,64471035
22503450,Conyuge,18004589
913229973,Hijo,96630617
220372332,Hijo,19961038
374059409,Padre,31428011
603948719,Padre,55739830
663844537,Padre,80260528
157423813,Padre,77495245
199441294,Madre,83231497
767816586,Hijo,7112398
553729947,Hijo,63910438
21640552,Madre,98904380
438261903,Hijo,55861946
213518037,Padre,21173998
62097775,Conyuge,37885750
295559531,Padre,10741703
364124275,Hija,63137004
539089721,Hijo,10044088
900056855,Padre,98124386
708532222,Hija,17021515
364484095,Padre,71439355
373079553,Hija,32870806
136936696,Padre,40319004
857088444,Hija,63485912
144884833,Padre,34585066
889930138,Padre,91990947
690834827,Conyuge,59607720
468015547,Madre,44877138
793223055,Madre,84287902
951408841,Padre,2595605
465278092,Padre,42580393
157423813,Hija,25386105
605216999,Padre,27827971
735505707,Conyuge,20306269
119478588,Padre,44442331
844343823,Padre,23402226
480667476,Hija,69946080
679372409,Hija,46471769
139975023,Hijo,74370635
775758679,Hijo,57902068
881106373,Conyuge,39764328
512226058,Hijo,43891696
168143477,Hija,58184917
961196884,Hijo,48914269
987480040,Padre,23249377
523143542,Madre,77738857
683291587,Conyuge,47033757
239194607,Conyuge,66752878
608686639,Hijo,65000898
810368061,Conyuge,82486211
485456512,Hijo,55761351
958332987,Madre,15766217
620147167,Madre,48272370
639417412,Hijo,97862329
308996747,Padre,46486469
694880786,Madre,9188345
839168428,Padre,71192918
933360722,Conyuge,64367066
514447129,Hija,36748110
983439995,Hijo,10824071
57132407,Hijo,12382795
259232150,Padre,39694826
956341799,Conyuge,2228860
516320357,Conyuge,39402039
271982396,Madre,86213671
855275711,Conyuge,1169600
819536342,Hija,9143189
650362774,Madre,16654259
328180402,Madre,25397288
820276072,Madre,30577653
202564281,Padre,55659609
144375430,Hija,22116981
568423783,Padre,2898192
883459846,Conyuge,66593945
255427545,Padre,274655
691476941,Padre,33077076
681624130,Hijo,20250177
646539915,Conyuge,55977115
834611981,Conyuge,5245351
558974466,Hijo,26570376
193953916,Madre,60598819
735842932,Padre,1379969
492106585,Hijo,13470381
879484053,Hijo,18300195
212500552,Conyuge,51302350
774336439,Padre,98506131
352826910,Conyuge,46420272
69046346,Conyuge,5047553
22939738,Hijo,76938781
325507480,Hija,23500529
676462954,Hijo,27792080
629515665,Madre,32570647
508818670,Hija,27751418
670944940,Madre,55790759
169343738,Madre,948423
898422524,Padre,23097387
697841482,Padre,94697057
819536342,Conyuge,24841268
524987749,Padre,969019
702490609,Madre,43406089
826437991,Hija,58470588
950385669,Hijo,941062
998233278,Hija,25417230
732613129,Madre,12982259
915523042,Conyuge,19043356
723841504,Conyuge,80963551
89508408,Hija,49746497
549171460,Madre,32171478
748941817,Padre,52157777
241638334,Hijo,10364283
567530240,Hijo,22781334
270527588,Hija,770015
237226660,Hija,54176863
492313090,Hija,55770437
133136123,Conyuge,39591319
690882923,Hija,61855907
259263917,Madre,26924885
709272478,Hijo,48181536
920906836,Padre,73218363
239591861,Madre,70170231
882680723,Hijo,11692601
684292970,Hija,53836470
417132209,Madre,22111334
787969245,Madre,65766542
44591407,Padre,18519660
774321502,Madre,35336678
614637539,Conyuge,86097481
913293880,Padre,26497855
528097929,Padre,70089936
518777629,Padre,20868359
565504996,Conyuge,63593422
706849444,Hijo,26306909
448543589,Hija,4915163
146123472,Hija,73143361
285295411,Madre,58548262
475155740,Madre,93454971
990909369,Conyuge,50898932
934677508,Conyuge,11104863
933803792,Madre,88389591
908414669,Padre,73854143
861092695,Madre,13461655
814995384,Conyuge,42033940
591955231,Hijo,11081861
552892919,Padre,65191843
629699242,Hija,95827235
394583901,Hija,7152211
125090040,Hija,86150638
493631334,Hijo,64131146
245515727,Padre,44863653
946518244,Conyuge,73378667
313936459,Madre,73062013
656830079,Conyuge,7555600
920545231,Padre,29808650
262031665,Hija,95329703
683479616,Madre,78536890
565074783,Padre,15680342
293434063,Hijo,11495170
284960064,Madre,90745787
600147427,Hija,69412
499692481,Madre,33565797
835638275,Hija,18826679
139658563,Hija,89344218
16530632,Madre,31980761
330652504,Padre,27927561
962900693,Madre,18289031
494426852,Hija,87622841
590093153,Hija,93987322
863971490,Hija,75902232
975884814,Hija,32672554
459069805,Conyuge,99498133
672525242,Padre,21689087
227399252,Padre,72726955
330372906,Padre,24835693
225001456,Hijo,62573891
324420084,Conyuge,34848136
285566226,Hijo,1827000
457930312,Hijo,71415865
213926504,Padre,52519164
391919600,Madre,98202371
316392802,Madre,64347082
516242567,Hijo,10595002
84816727,Hijo,67239055
477428404,Conyuge,87291521
112046327,Conyuge,50867204
853215768,Padre,98107098
599857942,Hija,62270334
798480887,Conyuge,79694645
159013847,Hijo,81832949
487045454,Conyuge,1503834
426879856,Hijo,1138812
451786826,Hija,20688958
873475358,Madre,74722658
45727795,Hija,32860833
205141581,Conyuge,77449656
855666463,Hija,5866671
805082603,Conyuge,89328301
275543910,Madre,32637489
344762326,Madre,38029720
512303557,Madre,35480243
68448720,Padre,98517287
239905220,Hija,63164183
282108076,Padre,75716598
670637784,Hija,28729492
164219301,Padre,21477155
849647018,Conyuge,79884408
644005704,Padre,61671835
584294249,Madre,43733356
557115666,Madre,20187253
280584931,Hija,73292157
899161425,Hija,62110607
179562102,Madre,27551977
868064669,Madre,5007842
230923818,Conyuge,27061111
969992624,Conyuge,11278521
