nro_seguro,nombre_aseguradora,cod_compania,tipo,Legajo,CUIT
7995765,Dorsey Group,4502300,federal,30520248,366110394384
4171134,"Cox, Gomez and Kelley",580579,opportunity,75960302,1867156491898
3509569,"Dawson, Mcdonald and Owen",2335717,attorney,55806321,7667468447779
8789416,"Carpenter, Brown and Jackson",784441,enjoy,79075623,5550044438079
2995842,Frazier and Sons,8739695,white,90002598,7987457492254
7712700,Whitney-Robinson,3710917,budget,88860289,9435857134270
8526612,Brown Inc,1799432,out,291390,4715409712353
3504130,Ross LLC,7031730,single,32389131,7863624318345
7883757,Andrews-Martinez,9673354,rest,91538437,4787187335264
2938511,King and Sons,1098291,back,41863595,9313340956475
847311,Hancock-Pennington,3698350,project,1065077,1433267870752
666464,"Rowland, Newton and Garcia",8866876,forward,1552526,6833609538507
3134225,"Estrada, Atkins and Sawyer",2212590,would,68443617,6353025723428
7536613,Ray Group,3423585,others,71980356,2725573611214
2257257,Thomas Group,5182419,sign,37053798,6153224705157
9827450,"Black, Petersen and Moody",2758235,analysis,88175543,9561864185468
289392,"Santos, Torres and Campbell",2565712,hundred,88564975,5222025653835
8523122,"Avery, Johnson and Merritt",5674891,meet,22868047,7715730333795
8151929,Novak PLC,8927029,value,67965703,8140469141601
3436517,Mcconnell PLC,8389942,way,30139341,2701856036420
7553161,Best-Martin,3368172,land,68625186,2030822989184
6967393,Phelps-Carson,9249034,usually,3085675,5332590956725
5347181,"Zamora, Bell and Chapman",3405628,worry,20167982,1433577746521
7033113,Smith-Williams,6882859,challenge,61360112,1104932684283
8684813,Sims PLC,1971229,various,42062998,9343743532502
2393542,Serrano-Roberts,287874,sense,15236494,2745765239971
3002983,Lopez-Robertson,42347,nation,4983134,1161168747231
7280240,Rosario-Perry,10471,community,35327832,1020697080303
5306557,Williams LLC,4472854,rock,83707424,8809020767318
7296811,Rose LLC,2839436,collection,98438955,8635328282861
9330947,"Wells, Martin and Parker",625283,reflect,47714064,9464101945981
4593292,Nixon-Mathis,9189358,inside,11946371,9994913606392
3508125,Hunt-Harrison,2988930,beautiful,24657497,2346913355942
8663906,Rose-James,924355,vote,33928661,9469407019498
5312616,Cox-Phillips,3784447,cold,79623394,8849070987812
1482207,Smith Ltd,3958555,point,54446846,1679756571440
6619285,"Padilla, Cole and Lopez",9267186,necessary,34319667,9022968408863
2649907,Bird Ltd,9831170,order,12255724,5413116147131
2350283,Lewis Group,3808271,commercial,65443040,3460399172765
2104922,"Lowery, Turner and Francis",3300103,win,42656219,7731316824489
1871114,Snyder-Little,2625894,accept,838474,4255066046152
7941675,"Thompson, Davis and White",3228175,heavy,3204384,9552188942081
9787383,Hampton-Schroeder,5010481,end,40120336,5585378648876
8218485,"Lee, Lewis and Reed",6850182,even,9621379,9689792382467
6344717,Gomez-Snow,1167503,radio,58587040,1871595893461
6458185,Gonzales-Hernandez,5976075,lot,59175733,1173664213364
3997656,Johnson-Morris,1424086,political,50945074,1576684229485
9186525,Obrien PLC,128435,yes,99877525,4697057635302
6130807,Cole Inc,6018323,once,30672122,6011016832546
4038965,Gallegos Ltd,9374353,life,95151482,3496657384904
2523137,Lee-Davenport,4665615,paper,80008424,5836523880449
1138193,"Williams, Cox and Sullivan",4895953,tonight,48955405,8737983885824
3421533,Arnold-Grant,8543823,small,18197388,4960760422698
2604859,"Burch, Gordon and Guzman",4253896,station,33183621,3794562376843
9757855,"Weiss, Walls and Suarez",9690209,lawyer,76639634,8285195810946
7794688,Reeves-Cox,8811276,guy,56896453,3683489598819
4590694,Hernandez and Sons,9011294,ahead,25080780,9191011536485
2758870,Williams-Compton,8540663,democratic,37715945,6690204334854
7035460,Williams Group,4856577,indicate,3818660,1569163856405
1103526,Taylor PLC,3242064,simply,46677277,4215656465621
911493,Harmon-Torres,6321977,last,62056275,5026909189559
2299630,Smith-Cannon,5488458,suggest,45849522,9005471779778
4417148,"Cooper, Fox and Johnson",7549586,expect,60179237,151541053897
4206257,Burke and Sons,5042334,wide,94129427,3762621464239
8631993,Carson Group,5504805,fish,62482670,3001397734310
9138144,"Bell, Bell and Smith",7926079,pressure,50686694,9688054514333
6964922,Wilson-Stein,3438879,century,89151663,3001904669973
4274904,"Burton, Black and Hart",1987962,answer,6749214,3117913194632
2605681,Thompson-Lozano,2472245,of,6670077,3979288756352
5733420,"Mendoza, Sutton and Brown",3940090,reason,41268271,9547164009751
7782305,"Novak, Kline and Rodriguez",8534875,provide,65493386,265003632684
8121354,"Nixon, Allen and Foster",8442953,offer,24348275,9721810849480
3136853,"Green, Brown and Gray",199111,note,34114539,478076880208
785116,"Bond, Christensen and Jones",225001,agreement,6006004,8275905867563
3326366,Gonzalez PLC,2630745,responsibility,63995116,835367713668
1211863,Rivera-Williams,2751213,onto,1634222,1840924629814
8610238,Yang Group,1386945,even,43217653,9630389068665
2368971,Hughes-Vance,7446838,mean,30936606,6933000171319
1853015,"Morris, Green and Harris",8196751,mind,93055735,275647992004
9947950,"Kelly, Quinn and Shaffer",598001,simple,25838360,8821281344362
6902072,"Strickland, Spencer and Perez",56120,social,23661361,376506298876
7373452,"Graham, Carroll and Buchanan",897656,building,7079191,1262668712515
6196987,"Jennings, Bowen and Smith",487613,various,79822663,1598492498692
9434564,"Johnson, Ward and Jackson",3117066,begin,49818278,76562430953
6924406,Robinson-Shepherd,734331,admit,99568339,7476572130373
2249406,Chan and Sons,7386836,perhaps,10499718,7803619257496
2807058,Davis-Wilcox,1795410,number,74856857,3460635868632
7354735,Mcguire-Miller,2977997,far,82631826,8186371640015
1143416,Roach Inc,3541949,from,8799132,2440822169286
1473448,Morales-Bennett,6398260,worry,25353574,6721864564226
7359130,"Tyler, Powell and Wright",6596048,method,70774262,4333005067717
7903805,"Diaz, Dawson and Green",9997955,hospital,92251517,272083101161
3540559,"Mitchell, Garza and Hernandez",6766702,put,10794796,9601413229379
5633298,"Marshall, Garrett and Le",1022398,gun,31471325,2879171849972
359063,"Carpenter, Lynn and King",2413178,describe,16181634,4425794169752
7090150,Harper Inc,1555529,poor,21013168,477073359012
248906,Nelson-Lawson,7025218,or,12722500,5096703623597
2257172,"Anderson, Gilbert and Thornton",1677662,wonder,41871529,5782541400374
2593700,"Howe, Perez and Perez",630861,role,25814130,8899865895997
5799482,Shelton PLC,6548549,image,42583690,7632872285551
1563916,"Hall, Olsen and Garcia",9313077,recent,63407062,8002321738537
7479476,"Young, Sanchez and Becker",6211637,first,64351714,8027940256115
7230296,"Gates, Welch and Coleman",1475489,toward,59877733,4839754610381
3984431,Hall-Lindsey,5951833,cell,62041078,4078894008640
3627797,Cox-Wilkins,50182,perform,25701749,7562048609156
2418107,Hodge-Shepherd,6185080,fill,66990906,7810926886162
6090944,"Mills, Kennedy and Evans",8544022,car,46267140,3800249303254
4561462,English-Cisneros,5087570,management,88348405,1220810571985
3165864,Anderson and Sons,6819992,generation,88131065,5226837144612
6953868,Rodriguez PLC,6152145,leave,12640059,6619733228190
8429609,Smith-Black,874070,next,65495803,6779337666854
6626166,Cannon-Thomas,3396990,paper,70171614,1262461856186
8141380,Lynch PLC,8673873,society,6255970,9304000400239
7390081,Smith-Wallace,96520,stuff,16313723,7861047384502
9357503,Ortega-Mathews,2505505,this,9862913,2477083243320
3855962,Reyes-Wilson,6545765,then,13756917,8652799389473
5416646,Robinson LLC,2703801,theory,44323433,8967369207665
8486357,Nguyen Inc,1394455,anyone,59975903,3129315874394
9917406,"Hall, Nguyen and Garcia",4220781,attorney,51812668,2763691629487
1656171,"Smith, Potts and Herrera",8796798,sure,31175881,6434924935201
2169869,Hunter-Gonzalez,7402190,score,3430938,9662218455888
3640693,Jenkins Group,7468247,another,19600412,7488717406926
6541628,Vazquez and Sons,3657981,Congress,70341542,3177365948735
4343181,Reed-Gutierrez,1782567,population,66492736,1090877932567
9391685,Martin PLC,6813250,table,62016504,1521346474294
8469354,Reilly-Turner,6741560,person,60110492,3076306380038
6558733,"Sanchez, West and Buchanan",64225,person,95332984,1477551688569
6155865,"Wilson, Weber and Ibarra",4154071,view,17941776,5960016112080
1292239,"Reynolds, Quinn and Wright",6040680,whether,28890830,80042736701
2122219,Cantu Inc,7256830,control,74435658,6763022783579
8499717,Martinez LLC,3109018,place,74841592,1416682338056
6190707,Alexander Group,9298033,over,21670514,346632205417
9935334,Cantu-Briggs,6292530,or,61617754,688355753249
9299916,"Parks, Potts and Kennedy",1631890,side,75012162,1456089213652
7856605,"Parker, Grant and Carlson",9935939,when,22533463,9012745065005
958321,"Sparks, Collins and Stephens",9893405,spend,40887912,4301417660687
1603794,"Nunez, White and Powell",2661348,under,1549973,5588616591727
219472,"Green, Hopkins and Cunningham",2013895,us,52183465,3128588390833
4473545,Fernandez-Chapman,2284287,American,71055171,9289936001239
9481903,Lane PLC,4872518,seat,16953010,8617671538564
8711005,Lester-Flores,517364,land,83058156,2550412802021
326436,Williams PLC,1303887,area,20366697,4751962171238
2971570,Rush-Scott,7874726,quickly,38802130,671820553627
5924468,Mason-Becker,4644555,build,86068633,9280189645625
8837539,Henderson PLC,3078416,or,14176075,8689175218999
7424608,"Gomez, Martinez and Fritz",2535930,tend,19251228,3419905201827
4939034,Montgomery and Sons,3845344,thank,4202580,4257452065777
1512471,Kirby-Campbell,929650,letter,9290244,8517808447280
5448322,Moore-Brown,5109863,member,80849238,9524410891426
437804,Hayes-Rivera,7203043,some,79291543,4350221939755
486958,Hawkins PLC,5794407,standard,55717118,7615894048615
3724526,Jones Ltd,231737,bad,57081342,246779840531
2361971,"Flores, Leach and Scott",6317702,practice,75350136,514446841637
4235160,Combs-Miller,6816832,glass,88867748,4845154711102
2366494,"Jimenez, Mitchell and Reed",2127767,agree,34637588,2862240391808
9701614,"Boyd, Warren and Martin",2014997,political,80446630,619735124478
5262954,Lee-Chang,5585844,let,6203400,8233093685103
9906300,"Howard, Silva and Kemp",7803799,notice,8984550,9158879694494
6167967,West Inc,1844191,message,44711053,2497078916700
7757026,"Davis, Copeland and Acevedo",874897,finally,77774479,9654439991100
2168386,Hayes-Clark,3518319,grow,95263695,8510840764008
653663,"Bradford, Gonzalez and Marshall",3645104,two,97207199,3390477386881
2577675,"Gonzales, Nguyen and Anderson",5202536,western,42314797,9198730724798
1566455,Morales-Jackson,1106956,campaign,89233685,3760275116176
8299474,Fleming-Morrison,8155040,including,78959407,2969660426670
2995705,Erickson-Molina,2277149,once,8108352,8502058531068
5554203,Weber Ltd,3425196,husband,77715013,1680274733756
547332,Shannon and Sons,213353,least,79490754,9428797699369
8478799,Torres-Johnson,6490801,force,80952273,7848683175523
1413495,"Morales, Garcia and Casey",7912134,entire,16693814,4640308147314
2539993,"Smith, Bradley and Nguyen",3991065,dog,14222284,2496735961010
3837679,Clark-Moyer,7265067,some,6483306,5888974716596
3914608,"Maynard, Barnes and Johnson",8825388,action,84921705,6580594014807
4729920,Wilson-Chung,7893613,hospital,67051898,360884372836
7357943,"Dixon, Norman and Adams",1239239,model,3499350,9504955983423
1650772,Adams-Perez,84512,deal,61168616,630531891058
6803424,Gonzalez-Dillon,8024543,than,53417865,2706293092190
1705333,Benson-Stone,1298740,like,75090208,6958456554060
8673732,Warner PLC,131019,green,81760612,7341696857960
7126385,Jones Ltd,3847508,teacher,64749540,7793992560587
9916973,Black Ltd,2773813,teacher,78930638,3823719397571
1186220,"Odonnell, Collier and Boyd",1039510,past,66465877,4592382162056
5508905,"Anderson, Davis and Gonzalez",2934236,fast,74737450,701825118921
286638,Christensen Group,335259,skill,94415410,8970775963400
4239548,Higgins-Cain,6486657,break,21809479,237671018782
2096094,Hernandez PLC,3936660,TV,35141757,7674566502318
8412176,Warren and Sons,3567287,form,57431929,4450519428118
1716234,Richardson PLC,3495632,pull,46829703,1833145432792
1462666,"Hernandez, Lopez and Santos",9248644,whatever,80634272,4022364930706
3032995,"Moreno, Sanchez and Schaefer",1484538,country,42107085,775757371680
6555534,Cameron-Moyer,7084926,real,65418950,6923798418853
970964,Mendez Inc,3222348,camera,14738971,9209696882236
8886710,Vargas Inc,9359526,mention,71438781,2251557073039
7488393,"Williamson, Sexton and Villa",7765760,this,18311914,8573938122227
7557793,Pruitt-Bond,9224928,arrive,33638955,7987457492254
6790895,Parker Inc,4731964,notice,47194491,1598492498692
8475100,"Flores, Johnson and Byrd",8368093,not,26020437,9812152532621
781039,Jones-Cabrera,4196365,simply,51300331,4475524588563
7055364,"Murphy, Schaefer and Gordon",7429380,certainly,17996449,1319143722675
5042797,"Patel, Williamson and Flores",5309220,carry,6725804,6838618600315
3920321,"Kim, Perry and Stevens",5121210,clearly,36480303,2712907609543
8630917,Jones-Walker,5319114,particularly,97934440,9398655986971
415158,"Li, Wallace and Kelly",5510914,call,46184157,3629856284161
4952961,"Martin, Moore and Norris",2189588,mean,7232372,8927950058968
1222564,Chang Ltd,6395595,live,85099365,6811231206649
8921222,Mills Group,7081599,serious,43116791,1027942103618
7279306,"Hardy, Payne and Hale",1536167,join,2629039,541051872213
1577377,Flores-Norman,6304507,particularly,89688344,9436059219503
548138,Cunningham-Fritz,8866286,lot,80193619,2074228384618
8185651,Reynolds-Edwards,3370624,local,80449083,7754962245446
9483782,"Thompson, Ramirez and Ramirez",952250,bar,16885733,7861047384502
2959104,Garrett-Ramsey,6635803,thousand,48098008,6967186198340
2081676,"Hall, Jefferson and Lewis",3438733,wide,4858647,7589045577393
3768268,Brooks and Sons,5006069,manager,90481680,5188284511293
9460967,"Rodriguez, Snyder and Hill",4625996,left,57145478,8589660171217
3225086,Avila LLC,8720634,ok,97361751,1212426671895
7688816,Coleman Group,9116167,community,15524432,1849348565057
3097241,"Jackson, Austin and Munoz",2465424,cut,86301226,9291685906018
3429308,"Vaughn, Johnson and Brady",6365484,century,77099296,8899865895997
9417270,Newman LLC,9363122,seat,46159468,5975953320716
4287449,"Lee, Turner and Holmes",6214840,population,99425371,9088679685914
1265023,"Hunter, Brown and Lowe",5416404,feeling,24779906,8535846005173
5016404,Wilson-Santiago,5747855,against,63015863,4747807947123
1560065,Mcmahon-Ballard,9740268,able,48636913,6788699455722
3758870,"Moore, Powers and Fowler",7453100,available,44415604,6545188573547
5196493,"Howard, Potts and Rodriguez",8301132,read,32945777,2864949599607
2956727,Butler-Salinas,1384039,professional,95453120,3204508554538
7819109,Lopez-Dodson,9393603,myself,18490737,582123915911
372376,Carroll-Mckinney,9043411,role,9672888,3454074417607
9109547,Martinez PLC,5442765,require,67387758,6676070588172
469125,Rodriguez LLC,9021516,reflect,58356428,1121976204165
3715546,Mendoza-Moore,721975,remember,90371136,504210976169
3673577,Valdez-Moran,4606330,if,78896242,4960430459470
8473436,Lee-English,6382526,perform,1467462,2076953113234
6052781,Clark-Walker,7324044,work,25081296,558667019938
6226266,Parks Ltd,647488,for,6448687,8824641422695
5291605,Hunter-Reyes,5113573,fund,75993464,9665422983605
8843451,Burton Inc,3009731,former,25635174,4978143694023
2017823,Hoffman-Peck,577839,today,77173911,1608672316461
1048205,Miller-Robertson,1398959,describe,25907745,6576392009121
9499723,Spence PLC,4768967,develop,19738125,8375446364681
1180507,"Diaz, Moss and Bautista",2752640,rich,88372201,9948633992729
7563337,Rodriguez-Crawford,2982527,hotel,71599032,1679763873108
9462705,Long-Aguilar,3117274,less,52274660,392657820002
1958706,"Atkinson, Sullivan and Strong",7352060,yes,7232372,7220924817528
3308934,Hines-Williams,7369443,when,93016319,9087860966536
9567515,Hampton-Rodriguez,3430241,buy,55083728,8843376052383
1195974,"Gonzalez, Kennedy and Wang",518054,window,36807782,2209166306034
7935664,"Green, Armstrong and Brown",1382420,time,62041157,5778768225139
6816824,"Hughes, Jones and Gray",598233,oil,83525664,7044477235088
3900922,"Booker, Mayer and Watson",3487949,trade,23016393,8815056551842
6624199,David LLC,1978723,two,28041325,5801959741367
9434748,Gonzalez-Nichols,8145564,wife,28763945,4584229987356
2387291,"Lee, Turner and Lewis",8904808,over,80840027,6449924765592
4419473,Santiago Inc,8340890,herself,82428066,3119344588954
5931048,"Johnson, Vargas and Miller",8725203,never,7955196,1042495346635
4433601,Smith Group,6398994,north,65630951,8195881262635
8228552,"Short, Montgomery and Taylor",8720026,those,90489995,5069253199303
9188519,"King, Rivera and Stevenson",3047025,exactly,81646473,124885682934
8192208,"Jackson, Khan and Braun",4795759,fire,52985818,617018092808
5990631,Wise LLC,6061707,step,76627505,3267934328925
2383260,Erickson PLC,7959640,leave,91451055,2742756922029
3448665,"Edwards, Hines and Bennett",9946682,administration,23055769,7774491603411
4476586,"Morgan, Santos and Leblanc",4794174,class,33345825,5433529197483
4340257,"Juarez, Williams and Jackson",7253293,try,25176828,7268721914966
8689260,"Perez, Galvan and Wilson",9038434,style,16133859,5491623507942
9819803,Walters-Holloway,1539548,share,11223469,7159863413467
1075895,Leon PLC,1977409,authority,40364723,6661148176871
3295262,Smith-Ward,8650266,statement,62559906,4167238245972
5131906,Mitchell-Bolton,8172071,mission,23474428,7302558459975
8280900,"Beck, Davis and Miller",5616768,piece,14889054,5238084109597
1083167,Holland and Sons,1823398,pull,47750890,420440228403
4251803,"Adkins, Mcdonald and Turner",7329344,nature,26576549,2247823946601
2855337,"Perez, Alvarez and Gross",8397394,ok,18451611,4243468048951
7399231,Gonzalez-Crosby,8313702,also,64255583,9395686657197
5059177,"Barnett, Lewis and Cortez",5897618,job,96122763,5474897100601
848154,Heath-Gutierrez,6403747,still,66009707,7238005613231
4736388,Griffin Group,1462269,find,10856636,6429515575645
5253350,Davidson and Sons,9643780,various,58692294,9321107910332
3808269,Harvey LLC,189529,sure,61360757,5929641890731
7412330,"Brown, Smith and Lutz",236603,form,32474955,9312379274880
9370430,Hunt Ltd,9412278,could,67468676,9839762657384
5521281,"Hester, Morales and Browning",5860453,loss,63248742,2611266662964
7194988,"Howell, Herrera and Sexton",321983,century,26389442,6818303831538
6296714,"Lawrence, Wallace and Woodward",7330431,hotel,92678021,6008790230096
1377450,Rose PLC,5727794,series,22009491,9823643245293
1784458,"Martinez, Montgomery and Summers",986330,cold,42066738,6090029337430
6701680,Wilson-Harrington,9440638,dog,91232660,1583566988133
7486326,"Smith, Terrell and Lyons",2423430,money,50572044,4226763647594
6354328,Scott Group,2851834,already,25965032,6301318052142
8571939,Greene LLC,1607038,week,97562697,492597266351
2667692,"Hernandez, Carter and Blanchard",6954646,coach,6421327,7890001916400
3650460,Howard-Rose,3717125,fire,16241141,8060787006468
9986690,"Barron, Martin and Forbes",786056,raise,28220615,4702800360604
419978,Ramirez-Merritt,560607,line,31823573,108423689726
2562067,Navarro PLC,9200444,manager,76513422,9956879926740
9399060,Mccarty Group,8663808,practice,19505943,2741631124322
4729968,Burgess Ltd,2237936,perform,90321802,9220512425724
1610305,Smith Inc,5911911,continue,88181885,48907492265
2305955,"Thompson, Carter and Watts",6900399,individual,84707571,4097832094328
4762633,Rodriguez-Stark,1320149,within,37583134,4768390230260
3122641,"Mills, Ferrell and Johnson",3456813,mean,25036812,2547424367323
2023995,Christian-Nichols,5160401,other,43851927,1547016899608
8364677,Moss Inc,4899992,section,41012579,6957491599943
5722688,Cole-Richard,3704595,see,70281247,4790184386689
4572340,"Harris, Olson and Mckay",6603384,morning,40462857,8617671538564
31164,Jennings Ltd,2716882,seat,90990351,6425107946824
8314540,Atkinson LLC,8322055,still,54455080,5789706940849
3262342,James Inc,5155221,put,7703418,7300928072365
7064482,Freeman Inc,9529688,put,66969166,5251223652117
6722683,"Johnston, Guzman and King",4245663,worker,83725622,1049594718880
7488467,"Watson, Lutz and Roberts",1601011,somebody,17888131,1706287400028
5540690,King-Barron,393180,almost,56962480,7477686099204
9217255,Mccall-Davis,3073233,turn,85257631,3333236339260
2734519,Garcia-Reid,7933209,though,58749205,7734714909331
6578922,Morgan and Sons,1776134,position,13470381,560008823467
5255447,Gates and Sons,3612280,big,6862931,2347792773186
7549547,Lutz Group,407972,make,69312317,6618838948639
2632341,"Ramirez, Reynolds and Frank",7633337,case,31815795,1415265053294
3321360,Tate-Brooks,1130788,term,48118591,5392382405793
6671824,Nash-Taylor,6809723,good,74271112,429244116892
6277998,Mitchell-Banks,7420546,defense,93638308,9887622887688
6888834,"Park, Davidson and Romero",828335,four,96991214,7889500123498
7493201,"Morse, Walsh and Harmon",3141965,will,93351329,1297975291429
4500823,Rodriguez PLC,5116088,rate,19879107,4303997466616
8550560,Fowler LLC,1889550,ever,80814702,6322323848955
3263491,Lara-Guzman,8320288,against,35109517,108489177534
8134164,Cooper-Adams,5308552,artist,90135450,1416511617365
9145604,"Nixon, Smith and Andersen",4787484,right,84277155,1346245832904
6356231,Williams PLC,2142005,your,3156049,7337468242547
4346080,"Bell, Duran and Jones",7688025,decade,23626732,8051281818565
147030,Johnson-Schwartz,2345710,half,16394172,1162896313848
2987312,Moore-Suarez,6873650,let,1831088,5849351338082
350362,"Adams, Campbell and Jensen",5312505,all,34781011,815747505643
4603108,Wallace-Johnson,4428472,popular,30141450,4056909971655
3328240,Davis-Coffey,3878373,middle,84072147,5234689527716
9352253,Sanchez PLC,4518072,few,43809329,5877515992495
7370768,Chapman-Miller,4710973,sea,586996,1695335411926
6167042,"Barker, Flynn and Stewart",8773537,size,60805089,5972838557857
4822289,Garcia Inc,296647,southern,52867266,1021559446644
6563271,"Nicholson, Hurley and Gutierrez",1788688,store,12843012,8328626481377
9695952,Cline-Nguyen,9947976,perform,73430321,7728158325761
1094576,Juarez-Stephens,9087788,black,84305036,7696401872716
475364,Garcia Ltd,9059824,rich,67130900,1803404024791
7699946,Wright-Berry,4299973,skill,77703063,1438278802179
1260735,Bass Inc,4701936,record,75167312,3044949028883
4964578,"Fisher, Hampton and Harris",2887773,bed,7902899,593450497050
4407154,"Daniels, Ruiz and Cortez",2347523,already,80604851,3124235150917
4522367,Underwood-Doyle,7185292,area,73444649,9785861547200
8492270,"Ryan, Adams and Ellis",5504991,fall,35573414,1131786865568
2550846,Gibson and Sons,7590872,bag,79121464,6757505122945
562186,Beasley-Cohen,1889261,bit,6958328,8859311389793
933837,Lopez-Wallace,1006673,development,52247233,7039421572958
4338724,Peters Group,6933875,kid,40709083,691566878304
6011382,Winters Inc,4872974,enough,54347148,5792665318266
2520097,"Stewart, Gutierrez and Wiley",7743454,music,21482190,7065087527358
4616043,Gross Group,112063,yeah,46031904,6822273634749
6475540,Tucker Group,5990303,garden,86449786,6882808434918
5018061,Myers Ltd,7247119,stock,96592202,8527880873899
2828959,"Chapman, West and Brown",8533248,or,45124377,8439084496066
1942384,Baker-Davis,9549939,into,52955428,4195376032887
4338568,"Rogers, Roberts and Valenzuela",957596,despite,5404591,6412495019642
2434054,"Anderson, Shelton and Galloway",7868174,street,24231036,1485969260554
3402658,"Grant, Munoz and Nelson",5941906,low,48210824,5081164557481
2776829,"Cameron, Ramirez and Carney",5439697,task,38296465,3178979156750
2805240,Gibbs-Patel,8344021,affect,49230856,3152565835098
4374752,Wolfe PLC,6144841,truth,2294003,4405219205357
5733228,Duran-Douglas,8224468,main,26971309,5756093615554
3099986,"Brown, Mcfarland and Wells",7106684,claim,42919697,7559288790050
3443499,Mcneil-Turner,9522351,expect,58834066,3677480313626
651200,"Williams, Beck and Myers",3365843,glass,50668236,2111783613912
4120061,"Simon, Sanders and Lewis",3196825,simple,52366968,3853194825082
5458260,"Whitney, Spencer and Lewis",9872769,strong,43483644,1550262942329
6828921,Huffman Group,5860340,music,76142347,2612319684213
3633852,Delgado Inc,4234025,continue,20172202,5159087990722
9149705,"Hall, Nelson and Murphy",3549706,capital,1120347,4108885710063
1858329,"Jordan, Thompson and Brooks",9477917,Republican,24388120,3571840382120
1492706,"Williams, Pena and Salas",4048949,common,49254801,3671168023908
9142121,Rubio PLC,7571845,may,45868774,7053531510723
2674331,"Reed, Brown and Harris",4939773,face,25566034,7419239361851
7420374,Lyons PLC,7545970,idea,91199983,3384198199150
2047945,Dunn-Blair,5928248,camera,23153187,4153604788818
5371486,Ortiz-Jones,5808442,force,54835240,1294947835430
2375694,"Vance, Campbell and Faulkner",6713178,accept,15410610,3116380334469
1322785,"Mcintosh, Reyes and James",4204227,treatment,44774978,2494442834523
2631037,"Moore, Bass and Stewart",6192316,health,13838610,9707050602081
523293,Sims and Sons,2010883,environmental,97325021,971350984876
8911044,Griffin-Hobbs,2392994,hotel,20919163,5092017569043
6679622,Brown Ltd,7258784,build,73976241,1062383109413
7262654,Gonzalez-Holland,3859936,free,83601105,7234172436373
1790871,Hall LLC,9361,any,31280728,3399196640785
6959752,Harrell Ltd,8808633,check,46307230,9707050602081
70343,Smith-Lee,8916656,me,54734553,9810839807035
7347229,"Yang, Spencer and Wilkinson",1208783,available,8519187,4252377238902
6211773,Lewis-Thomas,9551285,manage,24373839,9882051251533
9422586,"Castillo, Malone and Vazquez",1359726,care,71776289,4658012361616
7346805,Simon PLC,826306,enter,20044895,9565054234612
904497,Simmons PLC,6580324,soldier,61079079,4968756658046
2074649,Hays-Smith,4311712,any,77328574,3466109291794
7646699,Schmidt-Ramirez,7607183,nature,79481746,3340908552813
5282794,Hughes Inc,1649643,establish,27690793,3530728004765
9862340,King-Brown,7750974,owner,76755049,4441020379853
2953754,Sutton-Doyle,9898950,some,7108612,7683501508049
3862491,"Bush, Jones and Hill",4211483,beautiful,68033468,1274911326869
6906560,"Howell, King and York",1673348,could,51541470,6710321067141
1402995,Jones LLC,996973,scientist,21948806,1691705542837
9600660,Pittman Group,8784888,people,32365350,2709890147780
6313902,Ball-Finley,841742,weight,26282369,6772313419067
2562352,"Ball, Boyle and Martinez",911175,good,67004275,2065409438273
4844679,"Schultz, Wilson and Hinton",7090449,why,28218956,9517963809981
1369591,Hayes-Underwood,1461847,design,20878498,2098082866957
2707926,"Nelson, Haynes and Oliver",3389734,apply,19153355,6296088696565
4128904,Sanchez-Rios,5602555,reach,75198722,6068371566551
7208026,"Irwin, Baldwin and Thompson",3494954,research,75701784,962666783229
3438522,Rose-Hurley,190268,into,79490776,6265677686155
9720151,Thomas Group,640124,common,3488785,5713978112664
2332294,Chaney LLC,6704757,finish,81864113,4827290315359
4679682,Wolfe-Garcia,4408568,able,89741486,568027047272
3929742,"Jones, Keller and Mcpherson",408335,alone,52210654,2020573002193
9428839,Nielsen-Cooper,8270772,bad,53266584,1843402320786
9684018,"Koch, Skinner and Garza",8776344,laugh,33666454,8430113980725
3437087,Proctor-Hardy,3579770,option,86806886,3084567845006
3775501,"Sullivan, Hardin and Beltran",2987435,card,56357919,1176771958058
636085,"Sullivan, Wells and Fisher",1908126,expert,69995741,9074428363104
1171642,"Kennedy, Davis and James",3568822,treat,24019249,7016465706578
338200,"White, Lewis and Rivas",1337863,say,47114518,5667902829910
5798510,"Fox, Flores and Russell",7899184,event,80814644,9867385953277
52325,Zamora Inc,2773496,energy,63269708,9616615820501
9530747,"Cooper, Crawford and Davis",1754520,store,20873198,6778848124489
6379711,Wood Ltd,8956670,control,11169025,24689890173
4190211,Kennedy PLC,6826222,picture,83709375,1697682039151
2730914,Holmes-Wolfe,1609075,some,25676239,6302405507670
5543403,"Maynard, Schroeder and Rodriguez",7861993,page,85237084,6861504419427
7246798,"Jackson, Riddle and Rodriguez",3240607,he,60824419,2355935553081
4241882,Gibson-Thomas,8776519,director,76741362,7926632021447
5862829,"Wilson, Summers and James",1268473,not,32108318,175490574286
5587071,Evans-Sullivan,1592857,court,12617454,8982037820159
71110,"Henry, Parker and Brown",7233551,project,69647368,7583530603385
3234666,Carter Inc,5482060,leader,5352718,7369297496019
9026399,Hodge-Zuniga,848944,development,36511733,5430334265086
1023120,Lawson and Sons,1225939,bring,94481160,9048296069925
623051,"Lucas, Douglas and Taylor",9392588,war,68470282,8569358238254
4486040,"Gates, Walker and Pollard",4527569,letter,72618171,9876364858231
6667015,"White, Wagner and Anderson",5826204,vote,90498862,5175949776082
